"Unique Key","Created Date","Closed Date","Complaint Type","Location"
11916393,"08/27/2008 12:00:00 AM","08/27/2008 12:00:00 AM","Industrial Waste","(40.88229682630423, -73.85621422923309)"
10463408,"02/06/2008 12:00:00 AM","02/13/2008 12:00:00 AM","PAINT - PLASTER","(40.74691465447926, -73.92365537994964)"
12134086,"09/29/2008 12:00:00 AM","10/10/2008 12:00:00 AM","Street Sign - Missing","(40.70813372532086, -74.01412819628682)"
12155131,"10/01/2008 12:00:00 AM","09/12/2008 12:00:00 AM","Street Light Condition","(40.77102828133999, -73.93424562781468)"
11310140,"06/04/2008 12:00:00 AM","06/11/2008 12:00:00 AM","HEATING","(40.814425780678526, -73.95922398781556)"
11655016,"07/20/2008 12:00:00 AM","08/29/2008 12:00:00 AM","NONCONST","(40.595163517865906, -73.76373389580684)"
11374272,"06/12/2008 12:00:00 AM","06/16/2008 12:00:00 AM","PLUMBING","(40.8651971885365, -73.92159257523025)"
10198942,"01/03/2008 12:00:00 AM","02/08/2008 12:00:00 AM","GENERAL CONSTRUCTION","(40.688757611137525, -73.86094417562566)"
12144426,"09/30/2008 12:00:00 AM","10/01/2008 12:00:00 AM","HEATING","(40.67329705625501, -73.96159224277311)"
12101018,"09/23/2008 12:00:00 AM","09/24/2008 12:00:00 AM","Overflowing Litter Baskets","(40.60083682320623, -73.98123829133223)"
10915883,"04/12/2008 12:00:00 AM","04/14/2008 12:00:00 AM","Sewer","(40.769940525479555, -73.96319721745093)"
11551165,"07/06/2008 12:00:00 AM","07/06/2008 12:00:00 AM","Blocked Driveway","(40.88582180930846, -73.85685758195503)"
11091197,"05/04/2008 12:00:00 AM","05/04/2008 12:00:00 AM","Noise - Vehicle","(40.86486298028546, -73.92254743331021)"
10371869,"01/25/2008 12:00:00 AM","02/01/2008 12:00:00 AM","HEATING","(40.66646799559261, -73.9539615487986)"
12103623,"09/24/2008 12:00:00 AM","09/24/2008 12:00:00 AM","Noise - Vehicle","(40.7168347484121, -73.9621299027415)"
11793782,"08/08/2008 12:00:00 AM","08/15/2008 12:00:00 AM","Building/Use","(40.589232043915416, -74.14746451511093)"
10867076,"04/05/2008 12:00:00 AM","04/12/2008 12:00:00 AM","HEATING","(40.77018839462916, -73.87721886764857)"
10531727,"02/15/2008 12:00:00 AM","02/15/2008 12:00:00 AM","Derelict Vehicles","(40.59910106888465, -73.93384238366201)"
10193136,"01/03/2008 12:00:00 AM","01/08/2008 12:00:00 AM","HEATING","(40.63417886326225, -73.98942910638978)"
11311673,"06/04/2008 12:00:00 AM","06/05/2008 12:00:00 AM","General Construction/Plumbing","(40.73846350356469, -73.9876407712256)"
10227647,"01/07/2008 12:00:00 AM","01/07/2008 12:00:00 AM","Sanitation Condition","(40.881446350778354, -73.85874386171636)"
12530589,"11/20/2008 12:00:00 AM","12/01/2008 12:00:00 AM","HEATING","(40.74921394992112, -73.88611791341573)"
11610528,"07/14/2008 12:00:00 AM","04/13/2009 12:00:00 AM","ELECTRIC","(40.67423321728949, -73.91564882410432)"
10944903,"04/16/2008 12:00:00 AM","04/18/2008 12:00:00 AM","Traffic Signal Condition",""
12637596,"12/05/2008 12:00:00 AM","12/22/2008 12:00:00 AM","Noise","(40.75406241324945, -73.99387488391366)"
12676385,"12/10/2008 12:00:00 AM","01/26/2009 12:00:00 AM","NONCONST","(40.85674978548216, -73.89801857690328)"
11862502,"08/19/2008 12:00:00 AM","08/20/2008 12:00:00 AM","Street Condition","(40.82593410372574, -73.92152321575585)"
11835209,"08/15/2008 12:00:00 AM","06/02/2009 12:00:00 AM","Damaged Tree","(40.630040420016286, -73.96516216600162)"
12702403,"12/14/2008 12:00:00 AM","12/15/2008 12:00:00 AM","Taxi Complaint","(40.76427809800246, -73.97301575364541)"
12573171,"11/26/2008 12:00:00 AM","12/31/2008 12:00:00 AM","Taxi Complaint","(40.7348379771553, -73.99075543906761)"
11479777,"06/25/2008 12:00:00 AM","01/20/2009 12:00:00 AM","Sewer","(40.62437628263973, -74.07750851116587)"
11324980,"06/06/2008 12:00:00 AM","06/30/2008 12:00:00 AM","Building/Use","(40.67095815221901, -73.7544567695542)"
11549731,"07/05/2008 12:00:00 AM","11/26/2008 12:00:00 AM","Noise","(40.74449614676564, -73.98495465972411)"
12540733,"11/21/2008 12:00:00 AM","11/25/2008 12:00:00 AM","Noise","(40.746391579995645, -73.97763525380114)"
11409394,"06/16/2008 12:00:00 AM","06/23/2008 12:00:00 AM","Electrical","(40.75972933745506, -73.77170514823293)"
12380919,"10/31/2008 12:00:00 AM","10/31/2008 12:00:00 AM","Traffic Signal Condition",""
11669886,"07/22/2008 12:00:00 AM","08/22/2008 12:00:00 AM","PLUMBING","(40.82290942397937, -73.94528300939929)"
11934294,"08/30/2008 12:00:00 AM","06/01/2009 12:00:00 AM","Damaged Tree","(40.83453334581928, -73.94539993076754)"
12342376,"10/27/2008 12:00:00 AM","10/24/2008 12:00:00 AM","Street Light Condition",""
12057767,"09/17/2008 12:00:00 AM","09/22/2008 12:00:00 AM","Street Condition","(40.67184520379341, -73.98653919283075)"
10682215,"03/09/2008 12:00:00 AM","03/13/2008 12:00:00 AM","HEATING","(40.691174376945845, -73.99164135076101)"
10448741,"02/04/2008 12:00:00 AM","03/04/2008 12:00:00 AM","Building/Use","(40.781412173612296, -73.84776600305163)"
11448393,"06/22/2008 12:00:00 AM","06/22/2008 12:00:00 AM","Noise - Street/Sidewalk","(40.667483072352766, -73.8918086916022)"
11949434,"09/03/2008 12:00:00 AM","09/03/2008 12:00:00 AM","Noise - Vehicle","(40.848135778559765, -73.8967558698355)"
12701361,"12/14/2008 12:00:00 AM","12/17/2008 12:00:00 AM","Street Condition","(40.71467795502912, -74.00588702581042)"
11483998,"06/26/2008 12:00:00 AM","06/27/2008 12:00:00 AM","Sanitation Condition","(40.82867674665222, -73.89479506436902)"
14559208,"01/08/2008 12:00:00 AM","04/28/2008 12:00:00 AM","Graffiti","(40.82164145979711, -73.88554594681267)"
12775734,"12/23/2008 12:00:00 AM","12/29/2008 12:00:00 AM","HEATING","(40.69600562432006, -73.89963121921734)"
11027222,"04/27/2008 12:00:00 AM","05/01/2008 12:00:00 AM","HEATING","(40.74118921566387, -73.92382433126885)"
12612013,"12/02/2008 12:00:00 AM","12/02/2008 12:00:00 AM","Dirty Conditions","(40.703544988594615, -73.90891419464077)"
10485810,"02/10/2008 12:00:00 AM","02/10/2008 12:00:00 AM","Noise - Vehicle","(40.745009556631544, -73.91927637066586)"
11110114,"05/06/2008 12:00:00 AM","05/06/2008 12:00:00 AM","Water System","(40.605258433956124, -73.96772124101076)"
12093399,"09/22/2008 12:00:00 AM","09/24/2008 12:00:00 AM","Noise","(40.68714055240593, -73.81233465351853)"
10313679,"01/18/2008 12:00:00 AM","01/18/2008 12:00:00 AM","Blocked Driveway","(40.77822945459986, -73.84251610807979)"
12522843,"11/20/2008 12:00:00 AM","11/20/2008 12:00:00 AM","Derelict Vehicle","(40.61246622114599, -73.95897277152925)"
12305195,"10/22/2008 12:00:00 AM","10/31/2008 12:00:00 AM","NONCONST","(40.80143049270823, -73.9620926109861)"
12263506,"10/18/2008 12:00:00 AM","10/22/2008 12:00:00 AM","HEATING","(40.77321097599352, -73.9460170445798)"
12226877,"10/13/2008 12:00:00 AM","07/18/2009 12:00:00 AM","Violation of Park Rules","(40.6487492486358, -73.9776751916703)"
10989412,"04/22/2008 12:00:00 AM","04/28/2008 12:00:00 AM","Water System","(40.64025902941887, -74.16855888407507)"
11142327,"05/11/2008 12:00:00 AM","05/12/2008 12:00:00 AM","Sewer","(40.63698319183883, -74.13409102313828)"
12290594,"10/21/2008 12:00:00 AM","10/21/2008 12:00:00 AM","HEATING","(40.80085948188248, -73.95423340516722)"
11196844,"05/19/2008 12:00:00 AM","05/20/2008 12:00:00 AM","Sewer","(40.780064776891386, -73.98157053576203)"
12779362,"12/24/2008 12:00:00 AM","12/24/2008 12:00:00 AM","Blocked Driveway","(40.62028943172479, -73.98283577818145)"
12427152,"11/07/2008 12:00:00 AM","11/17/2008 12:00:00 AM","General Construction/Plumbing","(40.7631386187862, -73.986199463852)"
10738533,"03/17/2008 12:00:00 AM","03/28/2008 12:00:00 AM","General Construction/Plumbing","(40.840965004830636, -73.911335419725)"
11138046,"05/10/2008 12:00:00 AM","05/15/2008 12:00:00 AM","Water System","(40.77434828577202, -73.78038880704551)"
11836725,"08/15/2008 12:00:00 AM","09/05/2008 12:00:00 AM","GENERAL CONSTRUCTION","(40.765395415102724, -73.96376649795933)"
10713067,"03/13/2008 12:00:00 AM","03/21/2008 12:00:00 AM","NONCONST","(40.68596848970488, -73.93964069232293)"
12554017,"11/23/2008 12:00:00 AM","12/03/2008 12:00:00 AM","HEATING","(40.841674608322556, -73.8671335985366)"
10638367,"03/03/2008 12:00:00 AM","03/06/2008 12:00:00 AM","NONCONST","(40.68282503971586, -73.88477826326681)"
12461539,"11/12/2008 12:00:00 AM","11/12/2008 12:00:00 AM","General Construction/Plumbing","(40.75241681371635, -73.98044847705249)"
10398305,"01/29/2008 12:00:00 AM","01/30/2008 12:00:00 AM","Street Light Condition","(40.7180039735431, -73.98658398184538)"
11711130,"07/28/2008 12:00:00 AM","08/01/2008 12:00:00 AM","ELECTRIC","(40.75670581004978, -73.90265838560391)"
10769485,"03/21/2008 12:00:00 AM","03/26/2008 12:00:00 AM","Water System","(40.785925751328634, -73.95511394709104)"
10769861,"03/22/2008 12:00:00 AM","03/31/2008 12:00:00 AM","Ferry Inquiry",""
11118972,"05/08/2008 12:00:00 AM","05/12/2008 12:00:00 AM","Street Condition","(40.81476235320923, -73.9383678286355)"
14559771,"02/08/2008 12:00:00 AM","06/10/2008 12:00:00 AM","Graffiti","(40.61644783622952, -73.97412367803925)"
11526776,"07/02/2008 12:00:00 AM","07/02/2008 12:00:00 AM","Noise - Street/Sidewalk","(40.74798459930839, -73.89815981373029)"
10716928,"03/14/2008 12:00:00 AM","03/14/2008 12:00:00 AM","Derelict Vehicle","(40.84167518568798, -73.84352243774168)"
10777165,"03/23/2008 12:00:00 AM","03/26/2008 12:00:00 AM","Street Light Condition","(40.69438251188302, -73.77337497260577)"
10659418,"03/06/2008 12:00:00 AM","03/19/2008 12:00:00 AM","Animal in a Park",""
12433773,"11/09/2008 12:00:00 AM","11/10/2008 12:00:00 AM","Noise - Vehicle","(40.79531694549626, -73.92186268425954)"
10204554,"01/04/2008 12:00:00 AM","01/04/2008 12:00:00 AM","Blocked Driveway","(40.792622413780535, -73.84420834616455)"
12803537,"12/29/2008 12:00:00 AM","01/05/2009 12:00:00 AM","GENERAL CONSTRUCTION","(40.67912350297439, -73.9144240388763)"
11611121,"07/14/2008 12:00:00 AM","08/04/2008 12:00:00 AM","GENERAL CONSTRUCTION","(40.65308527549032, -73.95607907498912)"
11798713,"08/09/2008 12:00:00 AM","08/14/2008 12:00:00 AM","HEATING","(40.65262724849135, -73.95020503308123)"
12584221,"11/28/2008 12:00:00 AM","11/28/2008 12:00:00 AM","Blocked Driveway","(40.75208303666933, -73.85728572440847)"
11036479,"04/28/2008 12:00:00 AM","05/22/2008 12:00:00 AM","ELECTRIC","(40.7034577499473, -73.83342366745535)"
11441041,"06/19/2008 12:00:00 AM","06/19/2008 12:00:00 AM","Street Light Condition","(40.67736871913307, -73.74753633752817)"
12774084,"12/23/2008 12:00:00 AM","12/31/2008 12:00:00 AM","HEATING","(40.67127217289821, -73.9434787905337)"
10628990,"03/01/2008 12:00:00 AM","03/01/2008 12:00:00 AM","Sewer","(40.71523087123185, -73.82293312336876)"
11126083,"05/09/2008 12:00:00 AM","05/09/2008 12:00:00 AM","Taxi Complaint",""
10551051,"02/19/2008 12:00:00 AM","02/27/2008 12:00:00 AM","HEATING","(40.738697736393554, -73.85798197690774)"
10659287,"03/06/2008 12:00:00 AM","","Rodent","(40.84504648301028, -73.9416324126455)"
12438644,"11/10/2008 12:00:00 AM","11/13/2008 12:00:00 AM","Taxi Complaint","(40.76649371382688, -73.95695734042755)"
11092106,"05/05/2008 12:00:00 AM","05/05/2008 12:00:00 AM","Noise - Commercial","(40.848113066914756, -73.93780921316954)"
10632827,"03/01/2008 12:00:00 AM","03/07/2008 12:00:00 AM","HEATING","(40.85583844618978, -73.88342660319202)"
12705164,"12/14/2008 12:00:00 AM","12/14/2008 12:00:00 AM","Water System","(40.59416913480864, -73.76203425980215)"
10567225,"02/21/2008 12:00:00 AM","02/27/2008 12:00:00 AM","HEATING","(40.76035302833207, -73.98923581542199)"
11806730,"08/11/2008 12:00:00 AM","08/18/2008 12:00:00 AM","ELECTRIC","(40.85009801212878, -73.93381684874286)"
12730591,"12/18/2008 12:00:00 AM","12/18/2008 12:00:00 AM","Blocked Driveway","(40.831906170892665, -73.91698471316741)"
12470847,"11/13/2008 12:00:00 AM","11/14/2008 12:00:00 AM","Sewer","(40.52978240030028, -74.19023444513175)"
11101021,"05/05/2008 12:00:00 AM","04/30/2008 12:00:00 AM","Street Light Condition",""
10758595,"03/20/2008 12:00:00 AM","03/20/2008 12:00:00 AM","General Construction/Plumbing","(40.74081091255048, -73.99802606239246)"
11726969,"07/30/2008 12:00:00 AM","09/19/2008 12:00:00 AM","PAINT - PLASTER","(40.756098907092976, -73.82379544196453)"
11203213,"05/20/2008 12:00:00 AM","06/12/2008 12:00:00 AM","ELECTRIC","(40.86195087633502, -73.87053479622891)"
11631914,"07/17/2008 12:00:00 AM","07/24/2008 12:00:00 AM","Street Condition","(40.64508687716705, -73.99238944201478)"
12209496,"10/09/2008 12:00:00 AM","10/15/2008 12:00:00 AM","Noise","(40.765138829467396, -73.98120644804382)"
10532699,"02/15/2008 12:00:00 AM","02/26/2008 12:00:00 AM","Noise","(40.66188309106764, -73.95820708215977)"
12333367,"10/26/2008 12:00:00 AM","10/31/2008 12:00:00 AM","HEATING","(40.77202514485779, -73.97980007751978)"
10549575,"02/19/2008 12:00:00 AM","04/21/2008 12:00:00 AM","GENERAL CONSTRUCTION","(40.61312583484479, -73.95400193863591)"
12272250,"10/20/2008 12:00:00 AM","10/23/2008 12:00:00 AM","Street Sign - Damaged","(40.712262445372694, -74.00788515445508)"
11930170,"08/29/2008 12:00:00 AM","09/12/2008 12:00:00 AM","GENERAL CONSTRUCTION","(40.658015014086345, -74.00303472143833)"
10496312,"02/11/2008 12:00:00 AM","02/17/2008 12:00:00 AM","HEATING","(40.726054201635584, -73.9853665116962)"
10892348,"04/09/2008 12:00:00 AM","04/23/2008 12:00:00 AM","GENERAL CONSTRUCTION","(40.866325775799574, -73.89169850352053)"
12344111,"10/28/2008 12:00:00 AM","12/04/2008 12:00:00 AM","For Hire Vehicle Complaint","(40.7609899645913, -73.97330947588812)"
10707715,"03/12/2008 12:00:00 AM","03/12/2008 12:00:00 AM","Traffic Signal Condition",""
10731105,"03/15/2008 12:00:00 AM","01/15/2009 12:00:00 AM","Investigations and Discipline (IAD)","(40.85403566560231, -73.92758823595051)"
12091416,"09/22/2008 12:00:00 AM","10/15/2008 12:00:00 AM","GENERAL CONSTRUCTION","(40.62602322459271, -73.9467413075762)"
12309686,"10/22/2008 12:00:00 AM","10/28/2008 12:00:00 AM","HEATING","(40.85620503707275, -73.89354413556632)"
10876832,"04/07/2008 12:00:00 AM","04/11/2008 12:00:00 AM","HEATING","(40.88171298996684, -73.88101255029233)"
11384966,"06/13/2008 12:00:00 AM","06/21/2008 12:00:00 AM","ELECTRIC","(40.857807837672624, -73.89342950469289)"
12741009,"12/19/2008 12:00:00 AM","12/19/2008 12:00:00 AM","Traffic Signal Condition",""
11092323,"05/04/2008 12:00:00 AM","05/06/2008 12:00:00 AM","Street Condition","(40.769058774995564, -73.96110018314157)"
11118677,"05/08/2008 12:00:00 AM","05/08/2008 12:00:00 AM","Derelict Vehicle","(40.845503042207525, -73.8553612588692)"
10520890,"02/14/2008 12:00:00 AM","02/21/2008 12:00:00 AM","Sidewalk Condition","(40.75031839842109, -73.9911105992578)"
10478764,"02/08/2008 12:00:00 AM","02/14/2008 12:00:00 AM","Street Light Condition","(40.70572136222417, -73.86413684505838)"
10503940,"02/12/2008 12:00:00 AM","02/28/2008 12:00:00 AM","Consumer Complaint","(40.65925841226582, -73.99749504666032)"
10205855,"01/04/2008 12:00:00 AM","01/07/2008 12:00:00 AM","Missed Collection (All Materials)","(40.58597452153338, -74.1491566634073)"
12738839,"12/19/2008 12:00:00 AM","01/20/2009 12:00:00 AM","PLUMBING","(40.61639452807519, -74.03058763249928)"
11109594,"05/06/2008 12:00:00 AM","05/06/2008 12:00:00 AM","Street Light Condition","(40.856551315511766, -73.7913634927703)"
11549184,"07/05/2008 12:00:00 AM","07/11/2008 12:00:00 AM","GENERAL CONSTRUCTION","(40.85672674385295, -73.8412023734185)"
11443684,"06/19/2008 12:00:00 AM","06/24/2008 12:00:00 AM","General Construction/Plumbing","(40.58625343973064, -74.16402658757991)"
12487147,"11/16/2008 12:00:00 AM","11/22/2008 12:00:00 AM","HEATING","(40.67079557527734, -73.93496808752936)"
11334179,"06/07/2008 12:00:00 AM","06/08/2008 12:00:00 AM","Water System","(40.84962221921305, -73.91936990372487)"
12137475,"09/29/2008 12:00:00 AM","10/24/2008 12:00:00 AM","GENERAL CONSTRUCTION","(40.83540813886383, -73.88472361511413)"
12043026,"09/15/2008 12:00:00 AM","10/15/2008 12:00:00 AM","GENERAL CONSTRUCTION","(40.67812694908811, -73.86780554559877)"
12695234,"12/13/2008 12:00:00 AM","12/13/2008 12:00:00 AM","Blocked Driveway","(40.76677633866209, -73.90603713266181)"
11507500,"06/29/2008 12:00:00 AM","07/02/2008 12:00:00 AM","Street Light Condition",""
12003055,"09/09/2008 12:00:00 AM","09/09/2008 12:00:00 AM","Street Light Condition","(40.738316672260204, -73.89410777919184)"
