"Unique Key","Created Date","Closed Date","Complaint Type","Location"
3078617,"11/16/2006 12:00 AM","11/24/2006 12:00 AM","Noise","(40.869122022802394, -73.89106121463132)"
3173580,"05/12/2006 12:00 AM","05/12/2006 12:00 AM","Sewer","(40.71406546588514, -73.95500722956028)"
1645183,"04/17/2006 12:00 AM","","Rodent","(40.86702888727479, -73.91904509514228)"
2660973,"10/22/2006 12:00 AM","11/15/2006 12:00 AM","Taxi Complaint","(40.72135326817355, -74.00463577564992)"
8721759,"03/21/2006 12:00 AM","06/18/2006 12:00 AM","GENERAL CONSTRUCTION","(40.73836806351393, -73.99708430875505)"
1073535,"08/14/2006 12:00 AM","08/16/2006 12:00 AM","Street Condition","(40.559824081987685, -74.11094645755732)"
8388903,"01/03/2006 12:00 AM","04/17/2006 12:00 AM","PLUMBING","(40.63809961259006, -73.94528682315458)"
7460264,"02/02/2006 12:00 AM","02/22/2006 12:00 AM","GENERAL CONSTRUCTION","(40.63654390431234, -73.96893473872748)"
643018,"10/23/2006 12:00 AM","10/23/2006 12:00 AM","Street Light Condition",""
8104622,"11/30/2006 12:00 AM","12/26/2006 12:00 AM","APPLIANCE","(40.81698126923883, -73.9524592756701)"
8452487,"01/17/2006 12:00 AM","03/16/2006 12:00 AM","PLUMBING","(40.8151690145463, -73.9064059441829)"
1342979,"12/15/2006 12:00 AM","05/29/2009 12:00 AM","Overgrown Tree/Branches","(40.69871894444336, -73.75707374907896)"
1090830,"09/17/2006 12:00 AM","09/17/2006 12:00 AM","Noise - Vehicle","(40.72420218123877, -73.9925788341158)"
4482511,"10/11/2006 12:00 AM","10/30/2006 12:00 AM","Building/Use","(40.674803139593365, -73.81088406909231)"
6583408,"08/18/2006 12:00 AM","08/19/2006 12:00 AM","Sanitation Condition","(40.687806816481825, -73.97472339400683)"
1171935,"12/22/2006 12:00 AM","12/21/2006 12:00 AM","Street Light Condition","(40.81422990346204, -73.81859827561522)"
7720891,"03/04/2006 12:00 AM","04/14/2006 12:00 AM","NONCONST","(40.70015149142753, -73.91861660727155)"
1198397,"12/20/2006 12:00 AM","12/18/2006 12:00 AM","Street Light Condition","(40.59541801441661, -74.0653437862261)"
7290763,"05/23/2006 12:00 AM","06/06/2006 12:00 AM","GENERAL CONSTRUCTION","(40.70273065660178, -73.90656740955122)"
1199703,"03/06/2006 12:00 AM","02/28/2006 12:00 AM","Street Light Condition","(40.635935701432174, -74.07584654637674)"
2256804,"02/08/2006 12:00 AM","02/08/2006 12:00 AM","Noise - Commercial","(40.69714249093082, -73.90679161881589)"
4939693,"08/08/2006 12:00 AM","10/13/2006 12:00 AM","Building/Use","(40.68845530449002, -73.82999954530281)"
5023020,"04/21/2006 12:00 AM","04/27/2006 12:00 AM","BEST/Site Safety","(40.77773618213471, -73.79424983865022)"
7197504,"11/10/2006 12:00 AM","11/15/2006 12:00 AM","HEATING","(40.68948558511431, -73.94166401542599)"
1704862,"06/14/2006 12:00 AM","06/14/2006 12:00 AM","Noise - Street/Sidewalk","(40.796110994527645, -73.96144192977374)"
8743175,"01/14/2006 12:00 AM","02/24/2006 12:00 AM","GENERAL CONSTRUCTION","(40.84148566126227, -73.89112454175404)"
6512942,"05/25/2006 12:00 AM","05/26/2006 12:00 AM","Missed Collection (All Materials)","(40.63970210471621, -73.93394986101647)"
3068677,"05/01/2006 12:00 AM","05/01/2006 12:00 AM","Sewer","(40.77291285880421, -73.96251681943085)"
8683033,"09/18/2006 12:00 AM","10/16/2006 12:00 AM","PAINT - PLASTER","(40.833668854337006, -73.94005959409424)"
1945429,"09/02/2006 12:00 AM","12/17/2007 12:00 AM","Damaged Tree","(40.67581448009423, -73.86901064364397)"
7292332,"11/13/2006 12:00 AM","11/17/2006 12:00 AM","PAINT - PLASTER","(40.85106748235443, -73.89715615954603)"
7164240,"11/10/2006 12:00 AM","11/15/2006 12:00 AM","PAINT - PLASTER","(40.8727420983781, -73.90317552422518)"
2418689,"09/02/2006 12:00 AM","09/04/2006 12:00 AM","Traffic Signal Condition","(40.56757784743258, -74.12714541490105)"
7286964,"10/11/2006 12:00 AM","11/13/2006 12:00 AM","APPLIANCE","(40.77217983235535, -73.95440113980446)"
123829,"06/22/2006 12:00 AM","06/26/2006 12:00 AM","Broken Parking Meter","(40.726111795794466, -73.79062456475926)"
3102626,"11/10/2006 12:00 AM","11/10/2006 12:00 AM","Plant",""
964705,"01/23/2006 12:00 AM","02/06/2007 12:00 AM","Street Condition","(40.741991167684496, -73.81016287274835)"
4782545,"11/04/2006 12:00 AM","02/26/2007 12:00 AM","Emergency Response Team (ERT)","(40.6813564308487, -73.99315686774901)"
2605314,"03/29/2006 12:00 AM","03/29/2006 12:00 AM","Blocked Driveway","(40.63488615013937, -73.96032810262906)"
1776635,"03/04/2006 12:00 AM","03/06/2006 12:00 AM","Traffic Signal Condition","(40.73796248084692, -73.79299781462943)"
3546949,"07/21/2006 12:00 AM","07/21/2006 12:00 AM","Street Condition","(40.74855412633416, -73.97606457772841)"
1904650,"02/16/2006 12:00 AM","03/04/2006 12:00 AM","Consumer Complaint","(40.748891258441795, -74.00702330623152)"
3177749,"07/17/2006 12:00 AM","07/19/2006 12:00 AM","Water System","(40.67887125239421, -73.86583917430924)"
4843445,"08/24/2006 12:00 AM","08/30/2006 12:00 AM","Building/Use","(40.54340324721708, -74.20401042159871)"
7168414,"03/03/2006 12:00 AM","03/08/2006 12:00 AM","HEATING","(40.85906459168812, -73.89608818979052)"
1381667,"09/01/2006 12:00 AM","08/31/2006 12:00 AM","Street Light Condition","(40.704253758803866, -73.78833443943628)"
1898078,"01/12/2006 12:00 AM","02/09/2006 12:00 AM","Taxi Complaint","(40.76426560087457, -73.96716766870775)"
7566163,"11/19/2006 12:00 AM","12/08/2006 12:00 AM","PLUMBING","(40.84818955262363, -73.90503658003226)"
1093393,"09/17/2006 12:00 AM","09/18/2006 12:00 AM","Noise - Street/Sidewalk","(40.683416996809314, -73.79527639150236)"
8053209,"07/22/2006 12:00 AM","07/24/2006 12:00 AM","GENERAL CONSTRUCTION","(40.679811645840886, -73.93903695885295)"
1135896,"12/18/2006 12:00 AM","12/18/2006 12:00 AM","Violation of Park Rules",""
3201230,"06/02/2006 12:00 AM","06/02/2006 12:00 AM","Sewer","(40.69401168468217, -73.96109348268013)"
7828495,"09/30/2006 12:00 AM","11/16/2006 12:00 AM","PAINT - PLASTER","(40.71490527740547, -73.91206945185846)"
8486373,"01/13/2006 12:00 AM","01/13/2006 12:00 AM","HEATING","(40.80127515190961, -73.96562878799028)"
8547042,"01/25/2006 12:00 AM","01/26/2006 12:00 AM","HEATING","(40.66888380381998, -73.93252591706805)"
3523810,"09/22/2006 12:00 AM","09/28/2006 12:00 AM","Street Condition","(40.69897277545741, -73.95701896546004)"
8144973,"02/15/2006 12:00 AM","02/21/2006 12:00 AM","HEATING","(40.701248776559616, -73.82456795145744)"
4436662,"11/29/2006 12:00 AM","01/10/2007 12:00 AM","General Construction/Plumbing","(40.62108534979945, -74.03069424557937)"
4935863,"08/29/2006 12:00 AM","09/14/2006 12:00 AM","General Construction/Plumbing","(40.69226885123918, -73.97067212625991)"
8418232,"11/17/2006 12:00 AM","01/09/2007 12:00 AM","PLUMBING","(40.869825778096214, -73.88934623633095)"
8026228,"09/30/2006 12:00 AM","06/30/2008 12:00 AM","NONCONST","(40.59986113604311, -73.99596683176759)"
2635809,"08/04/2006 12:00 AM","08/04/2006 12:00 AM","Blocked Driveway","(40.70678757645747, -73.80895745443911)"
1197130,"10/03/2006 12:00 AM","10/02/2006 12:00 AM","Street Light Condition","(40.73066611581574, -73.89919655335197)"
3523457,"11/07/2006 12:00 AM","11/08/2006 12:00 AM","Street Condition","(40.648909827001845, -73.89255234109622)"
1382171,"10/18/2006 12:00 AM","12/11/2006 12:00 AM","Traffic Signal Condition",""
8770129,"04/03/2006 12:00 AM","04/21/2006 12:00 AM","GENERAL CONSTRUCTION","(40.739015859102615, -74.00080470973897)"
1689145,"05/24/2006 12:00 AM","","Rodent","(40.781925989106725, -73.98342601777783)"
5471154,"04/26/2006 12:00 AM","04/27/2006 12:00 AM","Sanitation Condition","(40.754346427224135, -73.9405785364066)"
4746209,"06/24/2006 12:00 AM","06/27/2006 12:00 AM","Building/Use","(40.75810123559528, -73.9307426396912)"
1368675,"02/05/2006 12:00 AM","02/05/2006 12:00 AM","Traffic Signal Condition","(40.580042137387494, -74.11395002435682)"
2628966,"07/03/2006 12:00 AM","07/03/2006 12:00 AM","Blocked Driveway","(40.72851399493743, -73.79091648163913)"
458226,"08/28/2006 12:00 AM","08/28/2006 12:00 AM","Noise - Street/Sidewalk","(40.802504923985786, -73.95084782400735)"
7866208,"09/06/2006 12:00 AM","10/01/2006 12:00 AM","ELECTRIC","(40.73128660798952, -74.0025509587187)"
2854368,"06/15/2006 12:00 AM","06/16/2006 12:00 AM","Water System","(40.627062226387075, -74.14422658121265)"
3307719,"05/28/2006 12:00 AM","06/13/2006 12:00 AM","Noise","(40.602461475265905, -73.97966411764659)"
6640522,"01/08/2006 12:00 AM","01/08/2006 12:00 AM","Derelict Vehicles","(40.63697267884061, -74.15140365973011)"
440347,"07/08/2006 12:00 AM","","Rodent","(40.73872491814651, -74.00011186499094)"
7645990,"10/16/2006 12:00 AM","10/19/2006 12:00 AM","HEATING","(40.84960877920314, -73.93264983116497)"
7294648,"12/05/2006 12:00 AM","12/28/2006 12:00 AM","ELECTRIC","(40.83523416033376, -73.90797500995511)"
4793364,"10/17/2006 12:00 AM","11/14/2006 12:00 AM","Miscellaneous Categories","(40.8455871873354, -73.88364335707143)"
1701995,"06/10/2006 12:00 AM","06/10/2006 12:00 AM","Noise - Street/Sidewalk","(40.82913059610121, -73.82726969995498)"
2627243,"06/26/2006 12:00 AM","","Rodent","(40.58745874471237, -73.94653443850798)"
4625535,"10/27/2006 12:00 AM","11/02/2006 12:00 AM","General Construction/Plumbing","(40.803123559650906, -73.93622582921915)"
6329510,"10/24/2006 12:00 AM","10/25/2006 12:00 AM","Dirty Conditions","(40.606044949792164, -74.06205532550662)"
6791522,"06/29/2006 12:00 AM","07/31/2006 12:00 AM","GENERAL CONSTRUCTION","(40.83604335278752, -73.92221237387976)"
8581288,"07/11/2006 12:00 AM","07/12/2006 12:00 AM","ELECTRIC","(40.875145400143914, -73.91215405363715)"
5903843,"01/04/2006 12:00 AM","01/04/2006 12:00 AM","Missed Collection (All Materials)","(40.636174284492846, -74.0274224533582)"
8153946,"09/26/2006 12:00 AM","10/19/2006 12:00 AM","GENERAL CONSTRUCTION","(40.652597304092836, -73.95078167785087)"
3129626,"10/23/2006 12:00 AM","10/25/2006 12:00 AM","Noise","(40.7605944381415, -73.98794710174508)"
8658264,"08/17/2006 12:00 AM","08/30/2006 12:00 AM","PLUMBING","(40.839681927635276, -73.9389374425898)"
6993352,"12/01/2006 12:00 AM","12/04/2006 12:00 AM","GENERAL CONSTRUCTION","(40.63538429158126, -74.00210773157863)"
648185,"08/31/2006 12:00 AM","09/11/2006 12:00 AM","Street Light Condition","(40.76696073283583, -73.77678502730727)"
6277675,"08/10/2006 12:00 AM","08/28/2006 12:00 AM","Dirty Conditions","(40.74241062884026, -73.94860060326634)"
6806360,"01/26/2006 12:00 AM","02/03/2006 12:00 AM","HEATING","(40.833863064286305, -73.8877076038563)"
3001161,"08/31/2006 12:00 AM","09/29/2006 12:00 AM","Noise","(40.812725606610094, -73.94930132473948)"
2810749,"01/24/2006 12:00 AM","01/24/2006 12:00 AM","Sewer","(40.67682393021138, -73.83636354021714)"
8682592,"07/06/2006 12:00 AM","07/12/2006 12:00 AM","PLUMBING","(40.85940856677234, -73.89707818938557)"
4787630,"07/10/2006 12:00 AM","07/12/2006 12:00 AM","Building/Use","(40.78096367358661, -73.9127332729346)"
7586518,"02/19/2006 12:00 AM","04/27/2006 12:00 AM","GENERAL CONSTRUCTION","(40.74415200030328, -73.97834694751151)"
3084111,"10/12/2006 12:00 AM","10/12/2006 12:00 AM","Sewer","(40.664539255712356, -73.77516329333496)"
2309072,"06/12/2006 12:00 AM","06/12/2006 12:00 AM","Noise - Commercial","(40.72579798467423, -73.97916828475915)"
3286267,"02/01/2006 12:00 AM","02/01/2006 12:00 AM","Water System","(40.86984817239132, -73.91588157137144)"
1748941,"11/09/2006 12:00 AM","11/17/2006 12:00 AM","Teaching/Learning/Instruction","(40.81812537259599, -73.95139266640264)"
2854301,"06/09/2006 12:00 AM","07/31/2006 12:00 AM","Sewer","(40.59799464734894, -74.06662104177492)"
1225182,"10/02/2006 12:00 AM","09/28/2006 12:00 AM","Street Light Condition",""
8067743,"01/09/2006 12:00 AM","01/12/2006 12:00 AM","HEATING","(40.83327433966988, -73.8980690146746)"
2621542,"06/06/2006 12:00 AM","06/06/2006 12:00 AM","Blocked Driveway","(40.740532598168656, -73.89213032651482)"
2865935,"08/02/2006 12:00 AM","08/04/2006 12:00 AM","Sewer","(40.77259241878036, -73.91299335937659)"
8092187,"10/23/2006 12:00 AM","11/17/2006 12:00 AM","NONCONST","(40.64965055338781, -73.96091754278237)"
4495746,"10/02/2006 12:00 AM","10/06/2006 12:00 AM","General Construction/Plumbing","(40.75247429323712, -73.83194761005731)"
2657542,"10/13/2006 12:00 AM","10/13/2006 12:00 AM","Blocked Driveway","(40.78013479128732, -73.91277046718366)"
3415542,"11/20/2006 12:00 AM","11/20/2006 12:00 AM","Water System","(40.750079842139414, -73.93820751219802)"
2619161,"05/27/2006 12:00 AM","05/28/2006 12:00 AM","Blocked Driveway","(40.66463243903864, -73.77650026788238)"
6140968,"10/25/2006 12:00 AM","10/26/2006 12:00 AM","Dirty Conditions","(40.687344484990504, -73.96971155214345)"
7662702,"11/23/2006 12:00 AM","12/01/2006 12:00 AM","PAINT - PLASTER","(40.704848006726834, -73.80789902961439)"
8432501,"10/10/2006 12:00 AM","10/11/2006 12:00 AM","HEATING","(40.74932873873501, -73.87761100776179)"
7721473,"01/31/2006 12:00 AM","02/03/2006 12:00 AM","HEATING","(40.82397400846211, -73.95055013833444)"
2331136,"08/11/2006 12:00 AM","08/14/2006 12:00 AM","Sidewalk Condition","(40.81076452955481, -73.952590152183)"
8142554,"04/13/2006 12:00 AM","04/19/2006 12:00 AM","HEATING","(40.80569715993018, -73.95810233512171)"
7780901,"08/14/2006 12:00 AM","09/13/2006 12:00 AM","NONCONST","(40.8573634888654, -73.89677046520744)"
8224846,"06/09/2006 12:00 AM","06/30/2008 12:00 AM","PAINT - PLASTER","(40.667136029173385, -73.9336415300303)"
8645803,"05/10/2006 12:00 AM","05/15/2006 12:00 AM","HEATING","(40.68953628196465, -73.77671968773909)"
182883,"08/14/2006 12:00 AM","08/15/2006 12:00 AM","Traffic Signal Condition","(40.6067007301529, -74.01082224303433)"
2440793,"05/01/2006 12:00 AM","05/01/2006 12:00 AM","Traffic Signal Condition","(40.68797639275461, -73.95483012008914)"
4888611,"05/31/2006 12:00 AM","05/31/2006 12:00 AM","General Construction/Plumbing","(40.826848409558046, -73.95217038631736)"
8633014,"10/15/2006 12:00 AM","10/30/2006 12:00 AM","PLUMBING","(40.6312854800653, -74.1313018603108)"
561627,"05/30/2006 12:00 AM","06/05/2006 12:00 AM","Street Light Condition",""
6768012,"11/22/2006 12:00 AM","06/30/2008 12:00 AM","NONCONST","(40.66451925715471, -73.98541966122549)"
7969646,"10/13/2006 12:00 AM","11/06/2006 12:00 AM","GENERAL CONSTRUCTION","(40.664330870731966, -73.95668443942)"
3353521,"10/19/2006 12:00 AM","10/23/2006 12:00 AM","Noise","(40.70835596500144, -74.01481355517654)"
1318729,"06/14/2006 12:00 AM","","Food Poisoning","(40.71032726235273, -74.00954415049303)"
2867687,"07/25/2006 12:00 AM","07/25/2006 12:00 AM","Water System",""
5134666,"03/27/2006 12:00 AM","04/04/2006 12:00 AM","General Construction/Plumbing","(40.762865947508395, -73.88573719476081)"
8739888,"10/10/2006 12:00 AM","10/28/2006 12:00 AM","NONCONST","(40.659292619641136, -73.91098939563123)"
4445084,"09/13/2006 12:00 AM","09/25/2006 12:00 AM","Elevator","(40.830395555289485, -73.94807733140054)"
8438668,"11/20/2006 12:00 AM","01/03/2007 12:00 AM","GENERAL CONSTRUCTION","(40.8244842322884, -73.9498704776917)"
6927561,"09/14/2006 12:00 AM","09/23/2006 12:00 AM","PAINT - PLASTER","(40.86643225721365, -73.92152604037267)"
7575392,"02/10/2006 12:00 AM","03/23/2006 12:00 AM","PLUMBING","(40.842018291701756, -73.94011351158404)"
1132414,"12/15/2006 12:00 AM","05/29/2009 12:00 AM","Root/Sewer/Sidewalk Condition","(40.85320904691827, -73.9313195685621)"
5417545,"03/08/2006 12:00 AM","03/08/2006 12:00 AM","Derelict Vehicles","(40.646323482409436, -73.981153429819)"
4773228,"05/18/2006 12:00 AM","05/22/2006 12:00 AM","General Construction/Plumbing","(40.751962768094515, -73.85769022030395)"
6223165,"11/11/2006 12:00 AM","11/11/2006 12:00 AM","Missed Collection (All Materials)","(40.71355467851807, -73.96188647771208)"
1773741,"06/19/2006 12:00 AM","06/16/2006 12:00 AM","Street Light Condition",""
5698769,"09/12/2006 12:00 AM","09/15/2006 12:00 AM","Sanitation Condition","(40.68659515150344, -73.76765749621835)"
7220891,"03/02/2006 12:00 AM","03/06/2006 12:00 AM","HEATING","(40.80997686370687, -73.94086121195048)"
4556114,"07/10/2006 12:00 AM","07/10/2006 12:00 AM","General Construction/Plumbing","(40.707546782786956, -74.00995132761139)"
453649,"08/15/2006 12:00 AM","","Rodent","(40.734821758979415, -73.86685232392726)"
1203190,"09/19/2006 12:00 AM","09/18/2006 12:00 AM","Street Light Condition",""
7177309,"04/08/2006 12:00 AM","04/11/2006 12:00 AM","HEATING","(40.69290651471665, -73.90581308330259)"
6557535,"01/25/2006 12:00 AM","01/26/2006 12:00 AM","Sanitation Condition","(40.85575811497748, -73.88543301396889)"
7377845,"02/15/2006 12:00 AM","02/21/2006 12:00 AM","HEATING","(40.87274186980076, -73.86241433715523)"
8334728,"12/28/2006 12:00 AM","01/10/2007 12:00 AM","PAINT - PLASTER","(40.815131025071736, -73.89421315772866)"
4551016,"09/14/2006 12:00 AM","10/23/2006 12:00 AM","General Construction/Plumbing","(40.75013851373706, -73.86075830353154)"
1378972,"05/15/2006 12:00 AM","05/15/2006 12:00 AM","Traffic Signal Condition","(40.59703182137038, -74.09336390593725)"
6884197,"04/03/2006 12:00 AM","04/04/2006 12:00 AM","HEATING","(40.66796171104574, -73.94878413949239)"
1011823,"04/26/2006 12:00 AM","05/29/2009 12:00 AM","Root/Sewer/Sidewalk Condition","(40.62735696978173, -73.98094263406222)"
1635600,"03/10/2006 12:00 AM","03/11/2006 12:00 AM","Noise - Commercial","(40.72882116686364, -73.98749463107109)"
3608874,"12/28/2006 12:00 AM","","Street Condition","(40.700091571749276, -73.78185961854483)"
3454762,"07/16/2006 12:00 AM","07/17/2006 12:00 AM","Water System","(40.822199636783395, -73.95408143140607)"
6234483,"02/14/2006 12:00 AM","02/14/2006 12:00 AM","Snow","(40.72059907789966, -73.74509258594426)"
2997169,"07/07/2006 12:00 AM","08/09/2006 12:00 AM","Sewer","(40.69296860943181, -73.82510180113965)"
2664659,"11/05/2006 12:00 AM","11/05/2006 12:00 AM","Blocked Driveway","(40.61002859296955, -73.97811672975538)"
7466884,"11/18/2006 12:00 AM","01/03/2007 12:00 AM","PLUMBING","(40.81872398618723, -73.94582838375905)"
3431659,"09/11/2006 12:00 AM","09/21/2006 12:00 AM","Sewer","(40.905133549193174, -73.90159086020248)"
3547061,"08/30/2006 12:00 AM","08/31/2006 12:00 AM","Street Condition","(40.744099058348795, -73.99564413111167)"
2307431,"06/08/2006 12:00 AM","06/09/2006 12:00 AM","Discipline and Suspension","(40.84425299167375, -73.90761556316907)"
7527127,"10/31/2006 12:00 AM","11/02/2006 12:00 AM","GENERAL CONSTRUCTION","(40.82479318855325, -73.8782779559014)"
7727348,"11/22/2006 12:00 AM","01/08/2007 12:00 AM","NONCONST","(40.6371707282335, -73.9088570684337)"
1919646,"05/20/2006 12:00 AM","06/01/2006 12:00 AM","Broken Muni Meter","(40.75336811021389, -73.97464798612974)"
7024766,"12/05/2006 12:00 AM","12/26/2006 12:00 AM","GENERAL CONSTRUCTION","(40.86589699426576, -73.89105203598722)"
7325946,"03/06/2006 12:00 AM","03/07/2006 12:00 AM","HEATING","(40.83398481029855, -73.9182324654036)"
1123765,"11/14/2006 12:00 AM","","Rodent","(40.62096593679452, -74.08331127030023)"
2664216,"11/04/2006 12:00 AM","11/05/2006 12:00 AM","Blocked Driveway","(40.59090743061063, -73.95586073031423)"
1095765,"09/17/2006 12:00 AM","09/17/2006 12:00 AM","Noise - Vehicle","(40.85783978717273, -73.93204140398764)"
6924127,"02/20/2006 12:00 AM","04/19/2006 12:00 AM","NONCONST","(40.637877309917556, -73.9584635242608)"
3514840,"02/28/2006 12:00 AM","03/03/2006 12:00 AM","Street Condition","(40.68726503799829, -73.87333670497708)"
2997161,"06/28/2006 12:00 AM","06/29/2006 12:00 AM","Sewer","(40.723544198140125, -73.93939741199374)"
7034232,"06/02/2006 12:00 AM","06/09/2006 12:00 AM","CONSTRUCTION","(40.87372272674242, -73.87794250508348)"
5931688,"10/23/2006 12:00 AM","10/24/2006 12:00 AM","Sanitation Condition","(40.62764595925713, -74.02852132720395)"
6922256,"07/21/2006 12:00 AM","09/05/2006 12:00 AM","GENERAL CONSTRUCTION","(40.74415200030328, -73.97834694751151)"
1678041,"05/12/2006 12:00 AM","05/12/2006 12:00 AM","DCA / DOH New License Application Request",""
2838137,"05/24/2006 12:00 AM","06/05/2006 12:00 AM","Water System","(40.75588129544913, -73.98446841819647)"
8635311,"03/31/2006 12:00 AM","04/11/2006 12:00 AM","NONCONST","(40.63718138780609, -74.02838488348304)"
427953,"06/04/2006 12:00 AM","06/15/2006 12:00 AM","Broken Muni Meter","(40.7623963774659, -73.9786009241232)"
8719757,"03/10/2006 12:00 AM","06/30/2008 12:00 AM","CONSTRUCTION","(40.67934015517145, -73.93043505876992)"
1962193,"11/04/2006 12:00 AM","11/04/2006 12:00 AM","Blocked Driveway","(40.637164007657574, -73.95227391714747)"
1622449,"01/20/2006 12:00 AM","01/20/2006 12:00 AM","Noise - Street/Sidewalk","(40.747267158130356, -73.90662404603337)"
6920837,"01/26/2006 12:00 AM","02/06/2006 12:00 AM","PLUMBING","(40.82859263865725, -73.94888453151621)"
3220231,"12/10/2006 12:00 AM","12/10/2006 12:00 AM","Water System","(40.75442469510849, -73.77081014735458)"
6800251,"04/10/2006 12:00 AM","04/11/2006 12:00 AM","HEATING","(40.845377030141535, -73.88210763152644)"
3216366,"03/24/2006 12:00 AM","03/28/2006 12:00 AM","Noise","(40.74576414760321, -73.98440220716515)"
1013604,"05/01/2006 12:00 AM","","Rodent","(40.799635286320864, -73.94193950733501)"
5636484,"01/11/2006 12:00 AM","01/11/2006 12:00 AM","Derelict Vehicles",""
6741126,"01/16/2006 12:00 AM","01/23/2006 12:00 AM","HEATING","(40.70395760352064, -73.92542134907588)"
8413945,"09/06/2006 12:00 AM","09/21/2006 12:00 AM","NONCONST","(40.84622111897246, -73.86824136190508)"
2327868,"08/06/2006 12:00 AM","08/06/2006 12:00 AM","Noise - Street/Sidewalk","(40.66635014287049, -73.88961891090135)"
8790539,"11/01/2006 12:00 AM","11/20/2006 12:00 AM","NONCONST","(40.86961111599137, -73.89163168663146)"
